Date,AAPL,MSFT,YHOO,DB,GLD,BIDU,SINA,ACH
2011-03-18,43.248111,21.297852,16.030001,48.464066,138.369995,120.5,88.139999,23.097381
2011-03-21,44.376822,21.753008,16.290001,49.77941,139.139999,124.0,93.050003,23.556534
2011-03-22,44.625324,21.727244,16.360001,49.584232,139.050003,127.089996,94.699997,23.137308
2011-03-23,44.362437,21.933354,16.129999,49.024149,140.339996,132.580002,98.599998,23.396829
2011-03-24,45.118399,22.165224,16.83,50.067938,139.220001,133.479996,101.099998,23.696276
2011-03-25,45.977686,22.002056,16.959999,49.312677,139.259995,134.919998,103.519997,23.756165
2011-03-28,45.833817,21.821711,16.58,49.541801,138.539993,133.669998,103.489998,23.446736
2011-03-29,45.901826,21.890414,16.75,49.643632,138.210007,136.0,107.650002,23.895908
2011-03-30,45.597089,21.993468,16.74,50.305547,138.669998,136.380005,108.120003,24.065595
2011-03-31,45.581394,21.804535,16.68,50.127339,139.860001,137.809998,107.040001,23.626405
2011-04-01,45.064776,21.881826,16.84,51.315393,139.199997,138.830002,111.449997,24.03565
2011-04-04,44.624015,21.94194,16.870001,50.780768,139.839996,143.110001,116.559998,24.514765
2011-04-05,44.323199,22.139462,17.110001,50.500728,142.050003,141.649994,113.559998,24.424931
2011-04-06,44.212027,22.457211,17.049999,51.205074,142.380005,137.25,110.970001,24.454876
2011-04-07,44.217259,22.500151,17.0,51.714238,142.509995,139.100006,117.019997,24.394987
2011-04-08,43.822277,22.388508,16.77,52.291294,143.660004,141.880005,119.349998,24.345078
2011-04-11,43.265112,22.311218,16.59,52.104601,142.639999,145.679993,116.269997,24.484822
2011-04-12,43.474376,22.019231,16.360001,51.773642,141.610001,140.710007,111.269997,23.78611
2011-04-13,43.962219,22.010643,16.639999,52.087628,141.899994,145.690002,119.949997,23.836017
2011-04-14,43.476992,21.830299,16.690001,51.400255,143.809998,147.009995,123.68,23.885926
2011-04-15,42.828276,21.78736,16.620001,50.314035,145.050003,146.809998,124.559998,23.875945
2011-04-18,43.402442,21.538312,16.35,48.557412,145.929993,145.889999,135.130005,23.227142
2011-04-19,44.188485,21.598427,16.120001,48.80351,145.929993,149.899994,142.399994,23.376866
2011-04-20,44.783578,22.122286,16.870001,49.490882,146.5,149.309998,142.830002,23.855981
2011-04-21,45.86782,21.916178,16.85,50.577102,146.740005,148.649994,133.059998,23.955797
2011-04-25,46.169945,21.993468,17.110001,50.678937,146.869995,151.960007,138.410004,23.845999
2011-04-26,45.831202,22.491563,17.280001,51.68878,146.380005,152.369995,134.610001,23.530001
2011-04-27,45.795886,22.654731,17.26,52.613765,149.199997,151.110001,129.059998,23.620001
2011-04-28,45.351202,22.93813,17.51,55.397204,149.820007,148.25,130.470001,23.5
2011-04-29,45.79327,22.259691,17.700001,55.431146,152.369995,148.520004,134.75,23.549999
2011-05-02,45.289732,22.036407,18.139999,55.278399,150.410004,147.470001,135.0,23.42
2011-05-03,45.54085,22.165224,17.92,54.302499,149.880005,139.839996,122.220001,23.040001
2011-05-04,45.72003,22.37992,18.200001,54.115802,147.729996,139.009995,118.760002,22.700001
2011-05-05,45.351202,22.14805,18.43,52.545876,143.470001,140.190002,122.260002,22.16
2011-05-06,45.339433,22.216753,18.65,51.417225,145.300003,141.259995,125.190002,22.549999
2011-05-09,45.462374,22.1824,18.559999,51.527545,147.380005,142.619995,124.449997,22.629999
2011-05-10,45.704335,22.044995,18.549999,52.647711,147.899994,142.240005,120.089996,22.93
2011-05-11,45.413983,21.778772,17.200001,51.400255,146.539993,138.899994,119.800003,22.17
2011-05-12,45.32766,21.74442,17.17,51.917904,146.589996,138.199997,113.150002,22.129999
2011-05-13,44.53377,21.495374,16.549999,50.2122,145.630005,131.279999,106.879997,22.110001
2011-05-16,43.592086,21.100332,15.81,50.076423,145.369995,127.769997,106.279999,21.709999
2011-05-17,43.963529,21.195418,16.0,50.823199,144.740005,131.809998,112.940002,21.42
2011-05-18,44.451372,21.342368,15.96,51.120212,145.600006,131.839996,111.400002,22.219999
2011-05-19,44.537695,21.3683,16.35,51.603922,145.649994,135.880005,117.389999,22.200001
2011-05-20,43.843204,21.169485,16.299999,49.584232,147.490005,134.690002,115.970001,21.99
2011-05-23,43.735954,20.892873,16.059999,48.633789,147.830002,129.470001,109.0,21.4
2011-05-24,43.446912,20.875584,16.139999,48.328288,148.589996,129.259995,109.5,21.25
2011-05-25,44.047233,20.910162,16.15,49.185384,148.580002,129.539993,112.0,21.290001
2011-05-26,43.814429,21.32508,15.98,49.456939,148.220001,129.949997,114.089996,21.35
2011-05-27,44.12963,21.402877,16.02,50.396581,149.699997,133.929993,116.040001,21.49
2011-05-31,45.492455,21.61898,16.549999,51.650012,149.639999,135.710007,118.790001,22.02
2011-06-01,45.189023,21.117621,15.85,50.370649,149.910004,132.470001,120.0,21.27
2011-06-02,45.266189,20.936093,16.02,50.552177,149.5,138.490005,125.139999,21.16
2011-06-03,44.918292,20.668125,15.68,51.537635,150.220001,133.210007,111.599998,20.709999
2011-06-06,44.212027,20.754567,15.45,49.912497,150.479996,126.970001,109.389999,20.4
2011-06-07,43.427291,20.797787,15.45,50.621332,150.419998,124.82,109.099998,20.610001
2011-06-08,43.453449,20.694058,15.1,49.549434,149.809998,120.669998,96.790001,21.629999
2011-06-09,43.355357,20.711345,15.22,50.007585,150.559998,123.209999,90.919998,21.25
2011-06-10,42.624247,20.495242,15.2,49.316036,149.240005,121.690002,89.330002,20.52
2011-06-13,42.715798,20.7805,15.16,49.341969,147.770004,118.029999,86.110001,20.959999
2011-06-14,43.479608,20.936093,15.2,50.119962,148.669998,124.82,91.610001,21.469999
2011-06-15,42.735415,20.521175,14.81,48.321936,149.119995,118.839996,86.879997,20.950001
2011-06-16,42.527461,20.745923,14.78,48.512111,148.970001,116.239998,83.769997,20.559999
2011-06-17,41.886592,20.97067,14.7,49.80012,149.940002,117.68,80.57,20.41
2011-06-20,41.240496,21.152196,14.99,49.618588,150.029999,118.279999,77.620003,20.24
2011-06-21,42.545772,21.402877,15.35,51.34746,150.759995,127.709999,92.019997,20.74
2011-06-22,42.193949,21.307791,15.23,50.621332,150.990005,124.870003,86.050003,20.35
2011-06-23,43.321354,21.290502,15.08,50.042161,148.339996,129.220001,87.900002,20.379999
2011-06-24,42.683102,21.005246,14.89,48.287357,146.259995,128.679993,89.349998,20.52
2011-06-27,43.427291,21.783219,14.88,48.425666,145.729996,133.169998,94.800003,20.82
2011-06-28,43.848435,22.301866,14.95,49.54079,146.240005,136.169998,100.540001,20.92
2011-06-29,43.688872,22.146273,14.89,50.310137,147.179993,137.580002,100.449997,20.959999
2011-06-30,43.902058,22.474749,15.04,51.20915,146.0,140.130005,104.099998,21.709999
2011-07-01,44.894749,22.492038,15.45,52.782422,144.929993,143.350006,108.760002,21.82
2011-07-05,45.701719,22.500682,15.49,51.364749,147.630005,145.869995,114.620003,20.860001
2011-07-06,46.006456,22.760006,15.72,50.526245,148.910004,145.839996,113.300003,20.469999
2011-07-07,46.717953,23.140348,15.81,50.699133,149.149994,147.009995,113.650002,20.620001
2011-07-08,47.046233,23.27001,15.61,49.385191,150.25,147.779999,113.580002,20.51
2011-07-11,46.299428,23.019329,15.05,46.351024,151.589996,142.399994,105.349998,19.98
2011-07-12,46.266728,22.941533,14.86,45.737274,152.770004,138.940002,105.160004,19.59
2011-07-13,46.825199,23.019329,14.91,45.910162,154.139999,142.289993,114.540001,20.110001
2011-07-14,46.792503,22.881023,14.63,45.694051,154.539993,140.820007,114.559998,19.68
2011-07-15,47.727645,23.148993,14.69,45.391499,155.199997,146.929993,117.169998,19.889999
2011-07-18,48.889057,22.984754,14.42,43.896025,156.570007,148.130005,121.010002,19.450001
2011-07-19,49.287961,23.805947,14.59,45.019792,154.660004,152.559998,119.589996,20.030001
2011-07-20,50.602394,23.391027,13.48,46.230001,156.020004,154.990005,119.0,20.01
2011-07-21,50.653405,23.425605,13.59,48.330579,154.830002,150.169998,111.699997,20.1
2011-07-22,51.439448,23.797303,13.98,47.907007,156.119995,154.0,114.220001,20.129999
2011-07-25,52.11955,24.125779,13.69,48.062606,157.339996,156.539993,113.18,19.809999
2011-07-26,52.761728,24.272729,13.94,48.019384,157.770004,164.360001,115.379997,19.91
2011-07-27,51.346587,23.624419,13.59,46.480687,157.190002,161.240005,110.669998,20.450001
2011-07-28,51.245878,23.96154,13.5,46.826462,157.320007,158.339996,111.040001,21.940001
2011-07-29,51.07062,23.684928,13.1,47.51801,158.289993,157.070007,108.089996,21.360001
2011-08-01,51.890669,23.572555,13.1,45.910162,157.720001,158.929993,106.669998,21.299999
2011-08-02,50.865282,23.16628,12.76,43.783651,161.520004,152.919998,101.760002,20.360001
2011-08-03,51.343971,23.27001,13.02,44.535708,161.490005,152.429993,99.870003,20.43
2011-08-04,49.355973,22.422885,12.0,40.412353,160.639999,143.919998,90.790001,19.280001
2011-08-05,48.865514,22.198137,11.74,41.665784,161.75,140.990005,90.989998,18.92
2011-08-08,46.196103,21.160841,11.09,37.525139,167.119995,130.449997,83.07,17.08
2011-08-09,48.916521,22.111696,12.09,39.461475,168.610001,143.639999,92.739998,18.74
2011-08-10,47.566776,20.918806,11.77,34.888611,174.580002,140.789993,96.18,17.719999
2011-08-11,48.875977,21.774575,12.86,36.747146,170.75,148.149994,103.0,18.139999
2011-08-12,49.306272,21.696778,13.59,36.85088,169.970001,150.149994,103.230003,17.65
2011-08-15,50.145941,22.051187,13.47,39.107054,171.800003,144.639999,106.300003,18.190001
2011-08-16,49.762728,22.051187,13.48,37.481917,173.919998,136.919998,97.910004,17.629999
2011-08-17,49.757497,21.9642,13.47,37.084277,174.419998,137.960007,92.900002,17.59
2011-08-18,47.875439,21.459675,12.96,34.490968,177.720001,128.770004,96.199997,16.700001
2011-08-19,46.564927,20.920356,12.92,33.228895,179.949997,126.980003,90.050003,15.81
2011-08-22,46.618551,20.859465,12.84,32.788033,184.589996,126.650002,90.93,15.53
2011-08-23,48.862898,21.503168,13.35,33.859932,177.669998,136.360001,96.739998,16.809999
2011-08-24,49.200335,21.659745,13.15,34.214349,171.649994,133.679993,92.370003,16.959999
2011-08-25,48.878593,21.372688,12.87,33.635178,172.360001,133.089996,93.230003,16.860001
2011-08-26,50.168174,21.9642,12.74,32.995498,177.470001,139.699997,97.93,16.85
2011-08-29,51.003918,22.477423,13.68,35.009632,173.889999,143.300003,98.0,16.309999
2011-08-30,51.006534,22.816671,13.84,34.30944,179.100006,148.350006,105.339996,16.82
2011-08-31,50.331663,23.138523,13.61,34.983699,177.720001,145.779999,107.410004,16.959999
2011-09-01,49.834662,22.799273,13.35,33.367205,177.869995,144.289993,104.440002,17.030001
2011-09-02,48.921753,22.442627,12.87,31.353071,183.240005,140.449997,101.209999,16.370001
2011-09-06,49.665946,22.190366,12.91,29.027739,182.899994,143.190002,102.190002,15.79
2011-09-07,50.21395,22.616602,13.61,30.341681,177.080002,146.050003,109.199997,15.82
2011-09-08,50.241418,22.807972,14.44,29.48589,181.809998,147.009995,108.739998,15.18
2011-09-09,49.370358,22.390435,14.48,26.918517,180.699997,143.630005,104.669998,14.58
2011-09-12,49.6921,22.520915,14.26,25.863905,176.669998,144.229996,106.730003,14.19
2011-09-13,50.304195,22.651397,14.26,27.635998,178.539993,144.580002,113.980003,14.33
2011-09-14,50.916289,23.051536,14.55,28.388057,177.210007,147.479996,112.410004,14.4
2011-09-15,51.394978,23.477772,14.89,30.549145,174.399994,147.169998,110.150002,14.34
2011-09-16,52.381131,23.590856,14.97,30.099637,176.029999,146.949997,110.330002,14.49
2011-09-19,53.836817,23.669143,14.61,28.725186,173.309998,145.639999,109.349998,13.77
2011-09-20,54.074852,23.469073,14.36,28.526367,175.779999,139.929993,92.760002,13.49
2011-09-21,53.903519,22.607903,13.96,27.022249,173.589996,138.330002,90.019997,12.64
2011-09-22,52.553774,21.798924,13.99,25.578642,169.050003,123.18,81.82,11.52
2011-09-23,52.878128,21.798924,14.71,27.091404,159.800003,123.400002,86.910004,11.5
2011-09-26,52.730338,22.129475,14.75,30.384903,157.580002,122.559998,82.339996,11.87
2011-09-27,52.218952,22.329545,14.54,32.200215,160.630005,127.720001,87.129997,12.46
2011-09-28,51.924675,22.251256,14.19,30.868987,156.220001,121.419998,81.099998,11.53
2011-09-29,51.082393,22.138174,13.42,32.891764,157.699997,110.290001,73.230003,11.67
2011-09-30,49.87259,21.651046,13.17,29.918109,158.059998,106.910004,71.610001,10.44
2011-10-03,48.993687,21.337894,13.53,28.379412,160.960007,105.160004,67.900002,10.65
2011-10-04,48.71903,22.042488,14.46,29.779799,157.639999,110.089996,72.669998,11.11
2011-10-05,49.471067,22.520915,15.92,31.059162,159.460007,111.169998,76.57,11.55
2011-10-06,49.355973,22.912357,15.65,31.984108,160.490005,120.889999,78.779999,11.62
2011-10-07,48.365898,22.834069,15.47,30.384903,159.179993,119.209999,73.809998,11.46
2011-10-10,50.852202,23.434279,15.84,32.597858,163.270004,124.540001,77.129997,11.78
2011-10-11,52.353663,23.486471,15.86,33.012784,162.100006,129.470001,81.779999,12.13
2011-10-12,52.602165,23.451675,15.77,34.931834,163.259995,130.830002,78.480003,13.48
2011-10-13,53.418288,23.643048,15.93,33.289403,162.300003,132.970001,92.879997,13.11
2011-10-14,55.1931,23.721336,15.91,33.056006,163.399994,137.600006,93.080002,12.8
2011-10-17,54.930216,23.469073,15.7,31.13696,162.619995,135.610001,88.419998,12.65
2011-10-18,55.22449,23.75613,15.47,32.770744,161.839996,132.369995,86.010002,12.4
2011-10-19,52.135245,23.599553,15.94,32.139707,159.869995,126.230003,83.260002,11.61
2011-10-20,51.702335,23.521266,16.18,31.508667,157.770004,123.870003,83.339996,11.27
2011-10-21,51.383209,23.62565,16.120001,33.470935,159.520004,122.160004,84.459999,11.94
2011-10-24,53.070391,23.651747,16.709999,34.240285,161.020004,132.020004,92.370003,12.98
2011-10-25,52.024077,23.321195,16.24,34.093329,165.589996,127.980003,88.730003,12.59
2011-10-26,52.394211,23.129825,16.299999,34.6725,167.399994,130.800003,84.68,13.04
2011-10-27,52.929139,23.703938,16.629999,40.896437,169.550003,138.389999,87.389999,15.02
2011-10-28,52.963142,23.469073,16.559999,40.455575,169.619995,144.619995,88.400002,14.73
2011-10-31,52.940909,23.164619,15.64,35.796268,167.339996,140.179993,81.290001,13.29
2011-11-01,51.859282,22.607903,14.93,33.28076,167.380005,135.050003,77.690002,12.89
2011-11-02,51.976992,22.6253,15.1,33.799423,169.059998,140.550003,80.0,14.12
2011-11-03,52.717259,23.077633,15.48,35.476426,171.720001,143.5,82.260002,14.46
2011-11-04,52.347125,22.834069,15.24,33.661114,170.850006,143.179993,83.099998,14.64
2011-11-07,52.280423,23.312496,15.69,34.058753,174.979996,140.779999,85.019997,14.75
2011-11-08,53.130552,23.62565,15.97,35.052854,173.529999,141.940002,86.940002,14.4
2011-11-09,51.698409,22.790576,15.92,31.232047,172.070007,136.169998,77.5,13.21
2011-11-10,50.38267,22.860166,15.95,32.399037,171.139999,135.679993,76.080002,13.08
2011-11-11,50.304195,23.408183,16.27,34.378595,173.960007,137.759995,79.160004,13.6
2011-11-14,49.603165,23.277702,16.0,33.29805,173.199997,138.880005,78.889999,13.18
2011-11-15,50.854818,23.435458,15.93,32.943629,173.360001,140.740005,78.349998,13.21
2011-11-16,50.323815,22.848257,15.72,32.079195,171.509995,138.100006,77.959999,12.63
2011-11-17,49.361205,22.383756,15.34,31.145606,167.100006,131.100006,74.910004,12.08
2011-11-18,49.038156,22.173414,15.38,31.612401,167.619995,126.93,74.120003,11.9
2011-11-21,48.262573,21.910489,14.99,29.995906,163.5,124.169998,65.699997,11.37
2011-11-22,49.243495,21.726441,14.97,29.036382,165.309998,124.279999,65.830002,11.49
2011-11-23,47.99838,21.445986,14.94,28.059571,164.830002,119.550003,63.509998,10.92
2011-11-25,47.551081,21.296994,15.1,27.955838,163.399994,119.910004,63.150002,11.21
2011-11-28,49.192488,21.796555,15.35,30.410836,166.630005,126.809998,59.73,11.89
2011-11-29,48.810581,21.770262,15.7,30.722031,166.880005,124.919998,62.669998,11.76
2011-11-30,49.987684,22.418812,15.71,33.955019,170.130005,130.990005,66.080002,12.24
2011-12-01,50.737109,22.155887,16.23,33.643824,169.630005,134.830002,66.410004,12.4
2011-12-02,50.968606,22.1033,16.049999,34.577413,169.820007,134.089996,68.519997,11.8
2011-12-05,51.40152,22.523983,15.89,34.681147,167.320007,134.630005,66.349998,12.25
2011-12-06,51.132091,22.488925,15.84,34.56877,168.179993,131.25,62.720001,11.97
2011-12-07,50.888824,22.436341,15.62,34.879965,169.399994,129.330002,63.919998,12.15
2011-12-08,51.094163,22.261056,15.61,32.174283,165.979996,126.629997,61.259998,11.57
2011-12-09,51.481301,22.523983,15.94,34.231639,166.399994,130.520004,61.860001,11.93
2011-12-12,51.248494,22.357463,15.47,32.217505,161.990005,127.650002,58.43,11.29
2011-12-13,50.852202,22.576568,15.42,30.843054,158.449997,122.220001,57.009998,11.08
2011-12-14,49.7248,22.427576,15.02,30.678808,152.889999,117.970001,54.130001,10.71
2011-12-15,49.561312,22.401283,15.16,30.886273,152.330002,114.339996,52.799999,10.63
2011-12-16,49.833353,22.786908,14.96,30.557788,155.229996,114.519997,55.049999,10.98
2011-12-19,49.988994,22.374992,14.62,30.315748,154.869995,111.449997,52.810001,10.36
2011-12-20,51.786039,22.813201,15.11,32.727521,156.979996,118.400002,55.740002,11.0
2011-12-21,51.851435,22.576568,15.99,32.355815,157.160004,112.970001,52.07,10.88
2011-12-22,52.126092,22.620388,16.0,33.367205,156.039993,115.559998,53.580002,11.45
2011-12-23,52.751265,22.813201,16.190001,33.799423,156.309998,117.809998,55.790001,11.21
2011-12-27,53.16979,22.821966,16.09,33.427713,154.910004,116.25,54.68,11.05
2011-12-28,52.66102,22.629152,15.78,32.14835,151.029999,116.5,53.09,10.61
2011-12-29,52.985378,22.804437,16.129999,33.03872,150.339996,114.720001,53.16,10.84
2011-12-30,52.969683,22.751851,16.129999,32.727521,151.990005,116.470001,52.0,10.8
2012-01-03,53.7845,23.461752,16.290001,34.43046,155.919998,124.290001,55.599998,11.28
2012-01-04,54.073546,24.013895,15.78,33.393137,156.710007,121.989998,53.560001,11.08
2012-01-05,54.673867,24.259293,15.64,31.318492,157.779999,123.269997,52.970001,11.17
2012-01-06,55.245417,24.636154,15.52,29.615553,157.199997,121.089996,48.490002,10.83
2012-01-09,55.157788,24.311878,15.46,29.079604,156.5,120.110001,48.200001,11.21
2012-01-10,55.355279,24.39952,15.51,30.402193,158.639999,126.879997,54.369999,11.59
2012-01-11,55.265034,24.294349,15.53,31.01594,159.669998,128.190002,57.48,11.65
2012-01-12,55.113319,24.539747,15.66,31.984108,160.380005,128.300003,60.119999,11.71
2012-01-13,54.906674,24.758852,15.48,31.742064,159.259995,127.410004,59.919998,11.71
2012-01-17,55.546233,24.767617,15.43,32.468192,160.5,128.850006,61.200001,12.32
2012-01-18,56.123015,24.741323,15.92,33.712979,161.600006,126.07,60.66,12.52
2012-01-19,55.94514,24.644918,16.120001,36.314927,161.220001,123.620003,62.009998,13.03
2012-01-20,54.97076,26.038424,15.96,36.738503,162.070007,122.800003,64.959999,12.93
2012-01-23,55.900671,26.055953,15.68,37.559715,163.160004,123.93,64.480003,13.19
2012-01-24,54.985146,25.71415,15.69,36.954611,162.009995,121.75,64.440002,13.23
2012-01-25,58.418366,25.906961,15.56,37.715314,166.419998,125.029999,64.300003,13.51
2012-01-26,58.152863,25.854377,15.53,37.516492,167.270004,123.900002,62.389999,13.26
2012-01-27,58.499457,25.617743,15.74,38.415506,168.970001,131.360001,69.959999,13.33
2012-01-30,59.248878,25.950783,15.55,36.859523,168.029999,130.729996,69.230003,12.1
2012-01-31,59.702715,25.88067,15.47,36.902745,169.309998,127.519997,70.269997,12.17
2012-02-01,59.664787,26.19618,15.73,38.48466,169.559998,127.730003,73.889999,12.3
2012-02-02,59.524845,26.248766,15.72,38.268553,171.050003,130.789993,75.300003,12.47
2012-02-03,60.121244,26.502927,15.92,38.890946,167.639999,134.529999,75.0,12.88
2012-02-06,60.682327,26.467871,15.82,38.199398,167.179993,131.369995,70.080002,12.69
2012-02-07,61.317967,26.599334,15.83,38.76128,169.699997,129.490005,65.43,12.56
2012-02-08,62.344664,26.871023,15.78,39.988778,168.5,130.889999,65.690002,13.19
2012-02-09,64.501379,26.96743,16.0,40.118444,168.020004,135.449997,65.43,13.76
2012-02-10,64.534076,26.730796,16.139999,38.147533,167.139999,136.589996,65.139999,13.15
2012-02-13,65.734725,26.80091,16.120001,38.50195,167.509995,140.0,70.209999,13.43
2012-02-14,66.631936,26.686226,15.37,37.378183,167.119995,140.860001,68.120003,13.05
2012-02-15,65.089927,26.509787,15.12,37.127499,168.110001,138.320007,66.379997,13.56
2012-02-16,65.683714,27.603703,15.36,38.130243,168.0,141.830002,68.690002,13.56
2012-02-17,65.671945,27.568415,15.01,38.545172,167.350006,136.899994,67.739998,13.28
2012-02-21,67.336894,27.736031,14.75,38.190755,171.020004,130.639999,64.050003,13.1
2012-02-22,67.100162,27.586059,14.5,37.784469,172.940002,133.710007,62.52,13.55
2012-02-23,67.538304,27.674278,14.78,38.700771,173.020004,132.850006,62.349998,13.58
2012-02-24,68.325656,27.771318,14.89,40.464219,172.229996,134.889999,61.41,13.56
2012-02-27,68.763805,27.656634,14.86,40.369131,171.699997,134.539993,62.950001,13.45
2012-02-28,70.025922,28.115373,14.9,40.758128,173.490005,138.289993,70.040001,13.83
2012-02-29,70.945373,28.000687,14.83,40.403707,164.289993,136.699997,68.059998,13.54
2012-03-01,71.210869,28.485892,14.93,41.415097,166.610001,138.869995,69.760002,13.65
2012-03-02,71.303733,28.300634,14.72,40.749481,166.339996,141.429993,74.599998,13.6
2012-03-05,69.731648,28.053618,14.62,40.299976,165.649994,136.660004,71.480003,13.07
2012-03-06,69.352353,27.841893,14.42,37.672092,162.699997,133.270004,67.800003,12.14
2012-03-07,69.408596,28.088907,14.62,38.813145,163.630005,134.940002,72.599998,12.61
2012-03-08,70.886511,28.238877,14.62,40.775414,165.279999,137.190002,74.650002,12.64
2012-03-09,71.302427,28.221235,14.63,39.928269,166.380005,138.529999,77.400002,12.75
2012-03-12,72.195712,28.265345,14.49,40.628461,165.070007,137.800003,74.690002,12.74
2012-03-13,74.301424,28.821122,14.55,42.400554,162.300003,140.179993,75.349998,13.27
2012-03-14,77.11078,28.909343,14.63,43.014302,159.570007,136.509995,72.239998,13.01
2012-03-15,76.585005,28.979916,14.89,43.628052,161.080002,136.339996,74.120003,13.12
2012-03-16,76.586312,28.759369,15.18,44.120779,161.300003,136.089996,74.599998,12.67
2012-03-19,78.617473,28.406495,15.15,44.99386,161.589996,137.940002,74.099998,12.55
2012-03-20,79.253106,28.221235,15.41,44.466554,160.130005,137.350006,71.650002,12.12
2012-03-21,78.800575,28.15066,15.51,44.017049,160.210007,140.610001,70.790001,12.37
2012-03-22,78.387285,28.230057,15.49,43.386008,159.570007,143.720001,70.150002,11.97
2012-03-23,77.956987,28.238877,15.39,44.025692,161.529999,144.320007,69.029999,12.07
2012-03-26,79.386511,28.750549,15.54,45.088947,164.399994,150.800003,65.779999,12.14
2012-03-27,80.367436,28.688796,15.43,44.250446,163.240005,150.020004,68.639999,12.11
2012-03-28,80.778113,28.397672,15.32,44.008402,161.509995,148.089996,66.709999,11.8
2012-03-29,79.763186,28.335919,15.3,42.798194,161.279999,146.410004,65.75,11.69
2012-03-30,78.41475,28.459424,15.22,43.040234,162.119995,145.770004,65.0,11.87
2012-04-02,80.910212,28.485892,15.46,43.204477,162.940002,146.699997,63.66,11.97
2012-04-03,82.308345,28.177126,15.18,41.734939,159.889999,147.059998,63.599998,11.88
2012-04-04,81.653091,27.533126,15.27,40.075222,157.210007,144.690002,61.41,11.62
2012-04-05,82.878586,27.806606,15.07,39.539273,158.309998,148.25,61.810001,11.97
2012-04-09,83.212101,27.436087,15.1,38.8823,159.369995,148.800003,61.299999,11.65
2012-04-10,82.193255,26.880307,14.99,37.602937,161.100006,144.419998,59.990002,11.54
2012-04-11,81.900287,26.774445,14.88,38.951455,161.070007,146.160004,61.330002,11.74
2012-04-12,81.451675,27.330223,15.06,40.161666,162.699997,151.320007,65.230003,12.34
2012-04-13,79.157629,27.180251,14.87,38.294485,160.850006,151.380005,64.0,12.15
2012-04-16,75.874822,27.418443,14.79,38.372283,160.460007,147.660004,61.560001,12.0
2012-04-17,79.742259,27.736031,15.01,40.032,160.25,147.490005,60.959999,12.06
2012-04-18,79.564388,27.471373,15.49,39.288586,159.309998,147.919998,59.130001,12.08
2012-04-19,76.830888,27.35669,15.4,38.268553,159.429993,144.740005,59.0,12.07
2012-04-20,74.939676,28.600575,15.6,39.210788,159.539993,144.910004,58.25,12.45
2012-04-23,74.772262,28.335919,15.33,37.767179,159.070007,139.660004,56.639999,11.91
2012-04-24,73.278652,28.159482,15.43,38.1216,159.300003,135.830002,56.82,12.07
2012-04-25,79.7815,28.406495,15.5,39.305876,159.619995,134.820007,56.990002,12.15
2012-04-26,79.480681,28.327098,15.53,37.948711,161.029999,133.210007,59.02,12.16
2012-04-27,78.865975,28.212413,15.57,38.458728,161.380005,134.440002,59.220001,12.64
2012-04-30,76.378357,28.247701,15.54,37.507849,161.880005,132.699997,58.509998,12.03
2012-05-01,76.1364,28.238877,15.63,38.190755,161.320007,133.479996,59.799999,12.17
2012-05-02,76.639935,28.053618,15.67,36.556971,160.589996,134.100006,59.82,12.11
2012-05-03,76.095852,28.018332,15.4,35.147941,158.970001,133.110001,57.990002,11.85
2012-05-04,73.928674,27.330223,15.15,35.260318,159.470001,130.020004,56.900002,11.41
2012-05-07,74.481914,27.039101,15.35,35.8222,159.080002,127.970001,56.080002,11.81
2012-05-08,74.311887,26.906773,15.36,34.905898,156.0,127.309998,55.080002,11.26
2012-05-09,74.442679,27.136142,15.3,34.058753,154.470001,123.699997,55.41,10.85
2012-05-10,74.617931,27.118498,15.44,34.836743,154.770004,123.660004,54.75,10.88
2012-05-11,74.119627,27.489018,15.19,34.240285,153.559998,122.230003,53.709999,10.79
2012-05-14,73.009223,27.065567,15.5,32.978208,151.330002,121.830002,52.25,10.52
2012-05-15,72.348738,26.825811,15.4,32.053262,149.740005,123.870003,51.68,10.33
2012-05-16,71.421443,26.550539,15.28,31.456801,149.460007,122.260002,57.41,10.27
2012-05-17,69.334046,26.390703,14.87,30.981364,152.800003,117.400002,54.349998,10.12
2012-05-18,69.368049,25.991113,15.42,31.13696,154.550003,115.370003,53.110001,10.16
2012-05-21,73.409437,26.417342,15.58,32.16564,154.649994,121.75,54.740002,10.66
2012-05-22,72.845742,26.426222,15.29,32.079195,152.080002,119.339996,52.919998,10.55
2012-05-23,74.623162,25.849037,15.38,32.053262,151.619995,122.290001,54.720001,10.32
2012-05-24,73.937831,25.813517,15.35,31.551889,151.410004,118.260002,53.369999,10.32
2012-05-25,73.541536,25.804637,15.36,31.707488,152.679993,117.589996,53.310001,10.07
2012-05-29,74.846812,26.248626,15.47,31.690199,151.020004,121.589996,56.200001,10.91
2012-05-30,75.749262,26.053272,15.25,30.817118,151.910004,118.160004,54.290001,10.72
2012-05-31,75.560928,25.920075,15.24,31.102384,151.619995,117.769997,53.27,10.66
2012-06-01,73.371509,25.262972,14.92,29.68012,157.5,113.349998,50.98,10.01
2012-06-04,73.803114,25.351768,15.01,30.444112,157.320007,115.68,51.389999,9.98
2012-06-05,73.612167,25.31625,15.1,30.452994,157.139999,117.279999,52.599998,9.99
2012-06-06,74.740879,26.062152,15.36,31.874371,157.210007,119.120003,54.580002,10.29
2012-06-07,74.774881,25.955594,15.36,31.829953,154.5,122.459999,55.200001,10.25
